review_needed,review_completed_by_initials,reviewed_date,error_type,coder_inititals,date_coded,match_status,searched_FRS_manually?,multiple-FRS-IDs?,Total_FRS_IDS,additional-FRS-IDs,Additional_Trimmed_formula,Additional_Trimmed_Value,manual_FRS_id,FRS_query_link,FRS_search_link,google_search_link,FRS_search,google_search,HIFLD_FACILITYID,automated_FRS_id,NAME,ADDRESS,CITY,ZIP,STATE,STATE_for_sorting,spatial_distance,STATUS,POPULATION,CAPACITY,ACTIVE_STATUS,INTEREST_TYPE,FAC_URL_link,FAC_URL,LONGITUDE83,LATITUDE83,Comments
,,,,ST,2/15,match,yes,yes,"110066489507,110065318891,110066581176","110066489507, 110065318891","110066489507,110065318891","110066489507,110065318891",110066581176,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=LAS%20COLINAS%20DETENTION%20AND%20REENTRY%20FACILITY+SANTEE+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=LAS%20COLINAS%20DETENTION%20AND%20REENTRY%20FACILITY+SANTEE+CA,10000876,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,found using new search tool
,,,,ST,2/12,match,yes,no,110066042035,,,,110066042035,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=RAINBOW%20CONSERVATION%20CAMP%20#2+FALLBROOK+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=RAINBOW%20CONSERVATION%20CAMP%20#2+FALLBROOK+CA,10000877,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,found using new search tool
random_review,NES,4/20/2020,none,ST,2/12,match,yes,yes,"110019004450,110002920625",110019004450,110019004450,110019004450,110002920625,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=MCCAIN%20VALLEY%20CONSERVATION%20CAMP%20#21+BOULEVARD+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=MCCAIN%20VALLEY%20CONSERVATION%20CAMP%20#21+BOULEVARD+CA,10000878,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Both 110019004450 and 110002920625 are listed as Dept of Forestry. NS: I think DoF matches are sufficient for these conservation camps. 
,,,,ST,2/12,match,yes,yes,"110056001696,110070453084,110066410057,110066004950,110013163325","110056001696, 110070453084, 110066410057, 110066004950","110056001696,110070453084,110066410057,110066004950","110056001696,110070453084,110066410057,110066004950",110013163325,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=PUERTA%20LA%20CRUZ%20CONSERVATION%20CAMP%20#14+WARNER%20SPRINGS+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=PUERTA%20LA%20CRUZ%20CONSERVATION%20CAMP%20#14+WARNER%20SPRINGS+CA,10000879,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"found using new search tool (searched: ""puerta la cruz"")"
,,,,ST,1/23,match,yes,yes,"110070658585,110065240689,110062628410","110070658585, 110065240689","110070658585,110065240689","110070658585,110065240689",110062628410,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=IMPERIAL&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=IMPERIAL%20COUNTY%20JAIL+EL%20CENTRO+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=IMPERIAL&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=IMPERIAL%20COUNTY%20JAIL+EL%20CENTRO+CA,10000880,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,110070658585 listed as Juvenile Probation Courtroom
random_review,NES,4/20/2020,none,ST,1/23,match,yes,yes,"110064940328,110002712672",110064940328,110064940328,110064940328,110002712672,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=VENTURA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=VENTURA%20YOUTH%20CORRECTIONAL%20FACILITY+CAMARILLO+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=VENTURA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=VENTURA%20YOUTH%20CORRECTIONAL%20FACILITY+CAMARILLO+CA,10000881,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
random_review,NES,4/20/2020,none,ST,1/23,match,yes,yes,"110065077794,110065190616,110066108535,110065415866,110021330200","110065077794, 110065190616, 110066108535, 110065415866","110065077794,110065190616,110066108535,110065415866","110065077794,110065190616,110066108535,110065415866",110021330200,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=VENTURA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=VENTURA%20COUNTY%20TODD%20ROAD%20FACILITY+SANTA%20PAULA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=VENTURA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=VENTURA%20COUNTY%20TODD%20ROAD%20FACILITY+SANTA%20PAULA+CA,10000882,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,1/23,no match,yes,,NA,,,,,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=VENTURA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=VENTURA%20COUNTY%20EAST%20COUNTY%20JAIL+THOUSAND%20OAKS+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=VENTURA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=VENTURA%20COUNTY%20EAST%20COUNTY%20JAIL+THOUSAND%20OAKS+CA,10000884,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,1/23,match,yes,no,110055900244,,,,110055900244,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=VENTURA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=VENTURA%20COUNTY%20JUVENILE%20JUSTICE%20COMPLEX+OXNARD+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=VENTURA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=VENTURA%20COUNTY%20JUVENILE%20JUSTICE%20COMPLEX+OXNARD+CA,10000885,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,all IDs have correct address 
,,,,ST,4/18,match,yes,yes,"110065607178,110066437207,110001195732,110064884102,110065607196,110065346931","110065607178, 110066437207, 110001195732, 110064884102, 110065607196","110065607178,110066437207,110001195732,110064884102,110065607196","110065607178,110066437207,110001195732,110064884102,110065607196",110065346931,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=VENTURA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=VENTURA%20COUNTY%20PRE-TRIAL%20DETENTION%20FACILITY%20(MAIN%20JAIL)+VENTURA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=VENTURA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=VENTURA%20COUNTY%20PRE-TRIAL%20DETENTION%20FACILITY%20(MAIN%20JAIL)+VENTURA+CA,10000886,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,110001195732:        COUNTY OF VENTURA-CEO RISK HMAP        800 SOUTH VICTORIA AVENUE
,,,,ST,2/9,match,yes,no,110065186033,,,,110065186033,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=FCI%20TERMINAL%20ISLAND+SAN%20PEDRO+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=FCI%20TERMINAL%20ISLAND+SAN%20PEDRO+CA,10000887,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
