FID,OBJECTID,HIFLD_FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,SHAPE_Length,SHAPE_Area
4713,4300,10000840,PRADO CONSERVATION CAMP #28,14467 CENTRAL AVENUE,CHINO,CA,91710,NOT AVAILABLE,(909) 597-3917,STATE,OPEN,78,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,9/19/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,80,0.012010174,1427.198677,7.94E-06
4716,4303,10000881,VENTURA YOUTH CORRECTIONAL FACILITY,3100 WRIGHT ROAD,CAMARILLO,CA,93010,NOT AVAILABLE,(805) 485-7951,STATE,OPEN,179,VENTURA,6111,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Juvenile_Justice/Research_and_Statistics/ADP_Monthly_2017.html,9/6/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Juvenile_Justice/Facility_Locations/index.html,JUVENILE,217,0.016628635,2020.818976,1.54E-05
4717,4304,10000784,PINE GROVE CONSERVATION CAMP,13630 AQUEDUCT VOLCANO ROAD,PINE GROVE,CA,95665,NOT AVAILABLE,(209) 296-7581,STATE,OPEN,39,AMADOR,6005,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cdcr.ca.gov/Juvenile_Justice/Research_and_Statistics/ADP_Monthly_2017.html, http://www.cdcr.ca.gov/Conservation_Camps/",9/6/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,JUVENILE,80,0.007048026,930.9444135,2.24E-06
4719,4306,10002322,"CALIFORNIA STATE PRISON, SACRAMENTO (SAC)",100 PRISON ROAD,REPRESA,CA,95671,NOT AVAILABLE,(916) 985-8610,STATE,OPEN,2167,SACRAMENTO,6067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,10/18/17,IMAGERY,10/24/17 0:00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,1828,0.028545632,3548.848771,3.27E-05
4720,4307,10002347,CALIPATRIA STATE PRISON (CAL),7018 BLAIR ROAD,CALIPATRIA,CA,92233,NOT AVAILABLE,(760) 348-7000,STATE,OPEN,3711,IMPERIAL,6025,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,10/18/17,IMAGERY,10/24/17 0:00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2308,0.031582598,3736.045213,4.41E-05
4721,4308,10002348,CENTINELA STATE PRISON (CEN),2302 BROWN ROAD,IMPERIAL,CA,92251,NOT AVAILABLE,(760) 337-7900,STATE,OPEN,3473,IMPERIAL,6025,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,10/18/17,IMAGERY,10/24/17 0:00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2308,0.025932435,3041.974106,4.08E-05
4722,4309,10000800,KARL HOLTON YOUTH CORRECTIONAL FACILITY,7650 S NEWCASTLE RD,STOCKTON,CA,95213,9001,(209) 944-6391,STATE,CLOSED,0,SAN JOAQUIN,6077,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Juvenile_Justice/DJJ_History/index.html,10/26/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Juvenile_Justice/Facility_Locations/Youth_Correctional_Facilities/O.H._Close.html,JUVENILE,-999,0.014567217,1821.698033,1.58E-05
4723,4310,10000849,MESA VERDE DETENTION FACILITY,425 GOLDEN STATE AVE,BAKERSFIELD,CA,93301,NOT AVAILABLE,(661) 859-1028,MULTI,OPEN,387,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.immigrantjustice.org/sites/default/files/uploaded-files/no-content-type/2017-06/ICE_detention_list_April2017_0.pdf, https://www.geogroup.com/Locations",10/12/17,IMAGERY,10/12/17 0:00,https://www.geogroup.com/Locations,MINIMUM,400,0.003861662,485.838006,7.93E-07
4733,4320,10005355,CCA SAN DIEGO CORRECTIONAL FACILITY,446 ALTA ROAD,SAN DIEGO,CA,92143,8150,(619) 661-9119,MULTI,CLOSED,0,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ice.gov/detention-facility/otay-detention-facility,10/12/17,IMAGERY,10/12/17 0:00,NOT AVAILABLE,MEDIUM,1040,0.005445117,652.8708588,1.88E-06
4738,4325,10000842,CI TAFT,1500 CADET ROAD,TAFT,CA,93268,NOT AVAILABLE,(661) 763-2510,FEDERAL,OPEN,1750,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,http://www.mtctrains.com/corrections/#locations,MINIMUM,1770,0.016209743,1937.453386,1.68E-05
4739,4326,10006506,CI TAFT CAMP,1500 CADET ROAD,TAFT,CA,93268,NOT AVAILABLE,(661) 763-2510,FEDERAL,OPEN,388,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,http://www.mtctrains.com/corrections/#locations,MINIMUM,585,0.007743745,921.7512609,2.18E-06
4742,4329,10006509,IMPERIAL REGIONAL DETENTION FACILITY,1572 GATEWAY ROAD,CALEXICO,CA,92231,NOT AVAILABLE,(760) 618-7200,FEDERAL,OPEN,700,IMPERIAL,6025,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.sandiegouniontribune.com/news/immigration/sd-me-immigration-judges-20170410-story.html, http://www.mtctrains.com/corrections/#locations",4/10/17,IMAGERY,10/4/17 0:00,http://www.mtctrains.com/corrections/#locations,MAXIMUM,782,0.009449433,1161.100761,6.12E-06
4743,4330,10006510,OTAY MESA DETENTION CENTER,7488 CALZADA DE LA FUENTE,SAN DIEGO,CA,92231,NOT AVAILABLE,(619) 671-8750,FEDERAL,OPEN,-999,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cca.com/locations,10/4/17,IMAGERY,10/4/17 0:00,http://www.cca.com/locations,MEDIUM,1482,0.009919649,1172.927827,5.95E-06
4769,4356,10000873,DESCANSO DETENTION FACILITY,7878 CAMPBELL RANCH RD,ALPINE,CA,91901,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sandiegoreader.com/news/2010/feb/17/city-lights-please-put-me-jail/#,2/17/10,IMAGERY,2/19/18 0:00,NOT AVAILABLE,MEDIUM,-999,0.010953337,1361.562249,6.58E-06
4774,4361,10000897,GLENDALE CITY JAIL,131 N ISABEL ST,GLENDALE,CA,91206,NOT AVAILABLE,(818) 548-3124,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.glendaleca.gov/government/departments/police-department,5/15/18,IMAGERY,5/15/18 0:00,NOT AVAILABLE,MINIMUM,96,0.003971381,483.4318392,6.35E-07
4781,4368,10000816,ROUNTREE LANE MINIMUM SECURITY FACILITY,100 ROUNTREE LANE,WATSONVILLE,CA,95076,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,SANTA CRUZ,6087,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.santacruzsentinel.com/ci_14798586?source=most_viewed,4/1/10,IMAGERY,2/19/18 0:00,NOT AVAILABLE,MINIMUM,-999,0.006625949,833.1578968,2.17E-06
4782,4369,10000815,SANTA CRUZ COUNTY JUVENILE HALL,3650 GRAHAM HILL RD,FELTON,CA,95018,NOT AVAILABLE,(831) 454-3800,COUNTY,OPEN,18,SANTA CRUZ,6087,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.santa-cruz.ca.us/Departments/ProbationDepartment/Reports.aspx,2/16/18,IMAGERY,2/16/18 0:00,http://www.co.santa-cruz.ca.us/Departments/ProbationDepartment/Divisions.aspx,JUVENILE,42,0.003458522,417.1708507,4.73E-07
4786,4373,10000909,POMONA CITY JAIL,490 W MISSION BLVD,POMONA,CA,91766,NOT AVAILABLE,(909) 620-2131,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ci.pomona.ca.us/index.php/government/city-departments/police-department,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.003217002,398.6669381,5.84E-07
4789,4376,10000777,SUTTER COUNTY JAIL,1077 CIVIC CENTER BOULEVARD,YUBA CITY,CA,95993,NOT AVAILABLE,(530) 822-7307,COUNTY,OPEN,-999,SUTTER,6101,USA,922140,CORRECTIONAL INSTITUTIONS,http://suttersheriff.org/Gen/Report/2013/Jail.aspx,2/15/16,IMAGERY,2/16/18 0:00,https://www.suttersheriff.org/div/jailDiv.aspx,MAXIMUM,352,0.005687092,673.2733899,1.24E-06
4797,4384,10000914,DOROTHY KIRBY CENTER,1500 S MCDONNELL AVE,COMMERCE,CA,90022,NOT AVAILABLE,(323) 981-4301,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY/OTHER,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.007098784,850.6566603,2.54E-06
4798,4385,10000911,TORRANCE CITY JAIL,3300 CIVIC CENTER DR,TORRANCE,CA,90503,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.torranceca.gov/our-city/police,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00259963,312.9559863,3.54E-07
4813,4400,10000853,EL PASO DE ROBLES YOUTH CORRECTIONAL FACILITY,4545 AIRPORT RD,PASO ROBLES,CA,93446,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,SAN LUIS OBISPO,6079,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.sanluisobispo.com/2012/01/30/1928757/state-wavers-paso-correctional.html, http://www.cdcr.ca.gov/news/cdcr_news_aug-sept_2008/page_6.html",11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,JUVENILE,-999,0.021168785,2626.148956,2.87E-05
4815,5205,10002352,BURBANK CITY JAIL,200 N 3RD ST,BURBANK,CA,91502,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.burbankpd.org/,5/16/18,IMAGERY,5/16/18 0:00,http://www.burbankpd.org/,MINIMUM,73,0.003609313,439.9531926,5.17E-07
4820,4410,10000894,LOS ANGELES COUNTY SYBIL BRAND INSTITUTE FOR WOMEN,4500 E CITY TERRACE DR,LOS ANGELES,CA,90063,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://articles.latimes.com/2007/oct/16/local/me-sybil16,2/15/16,IMAGERY,2/9/18 0:00,NOT AVAILABLE,MAXIMUM,-999,0.006578739,820.693511,2.71E-06
4825,4415,10000893,LONG BEACH CITY JAIL,400 W BROADWAY,LONG BEACH,CA,90802,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,232,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.longbeach.gov/police/about-the-lbpd/bureaus/support-bureau/,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,MINIMUM,202,0.002976191,358.0091479,3.45E-07
4874,4462,10000895,ALHAMBRA CITY JAIL,211 SOUTH FIRST STREET,ALHAMBRA,CA,91801,NOT AVAILABLE,(626) 570-5145,LOCAL,OPEN,44,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/Locations,5/16/18,IMAGERY,5/16/18 0:00,https://www.geogroup.com/Locations,MINIMUM,71,0.002193274,268.8177996,2.89E-07
4892,4480,10006310,ADELANTO ICE PROCESSING CENTER,10400 RANCHO ROAD,ADELANTO,CA,92301,NOT AVAILABLE,(760) 561-6100,FEDERAL,OPEN,1654,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.immigrantjustice.org/sites/default/files/uploaded-files/no-content-type/2017-06/ICE_detention_list_April2017_0.pdf, https://www.geogroup.com/Locations",10/12/17,IMAGERY,10/12/17 0:00,https://www.geogroup.com/Locations,NOT AVAILABLE,1940,0.01533993,1892.65737,6.98E-06
5089,4677,10006491,COVINA JAIL,444 N CITRUS AVENUE,COVINA,CA,91723,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,https://covinaca.gov/police,5/25/18,IMAGERY,5/25/18 0:00,https://covinaca.gov/police,NOT AVAILABLE,20,0.001927395,233.3555262,1.81E-07
5093,4681,10000809,IRIS GARRETT JUVENILE JUSTICE COMPLEX,2840 WEST SANDY MUSH ROAD,MERCED,CA,95341,NOT AVAILABLE,(209) 381-1400,COUNTY,OPEN,98,MERCED,6047,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.merced.ca.us/80/Probation,2/15/16,IMAGERY,2/12/18 0:00,http://www.co.merced.ca.us/80/Probation,JUVENILE,120,0.010010265,1201.80094,3.48E-06
5096,4684,10000781,SACRAMENTO COUNTY WORK RELEASE,700 N 5TH ST,SACRAMENTO,CA,95814,NOT AVAILABLE,(916) 874-1402,COUNTY,OPEN,1700,SACRAMENTO,6067,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sacsheriff.com/pages/organization/work_release/workrelease.aspx,2/15/16,IMAGERY,2/12/18 0:00,https://www.sacsheriff.com/pages/organization/work_release/workrelease.aspx,MINIMUM,-999,0.003124398,392.1796621,5.18E-07
5097,4685,10000859,LARRY D SMITH CORRECTIONAL FACILITY,1627 SOUTH HARGRAVE STREET,BANNING,CA,92220,NOT AVAILABLE,(951) 922-7300,COUNTY,OPEN,1481,RIVERSIDE,6065,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://rivcocob.org/agenda/2013/08_20_13/03-108.pdf",2/12/18,IMAGERY,2/12/18 0:00,http://www.riversidesheriff.org/corrections/,NOT AVAILABLE,1518,0.016531989,1905.372175,8.94E-06
5119,4707,10000797,SAN JOAQUIN COUNTY JUVENILE HALL,575 WEST MATHEWS ROAD,FRENCH CAMP,CA,95231,NOT AVAILABLE,(209) 468-4200,COUNTY,OPEN,188,SAN JOAQUIN,6077,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sjgov.org/department/prob/default,2/15/16,IMAGERY,2/13/18 0:00,https://www.sjgov.org/department/prob/default,JUVENILE,90,0.010543381,1291.443977,4.48E-06
5128,4716,10000835,GLEN HELEN REHABILITATION CENTER,18000 INSTITUTION ROAD,DEVORE,CA,92407,NOT AVAILABLE,(909) 708-8371,COUNTY,OPEN,800,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,http://cms.sbcounty.gov/sheriff/CourtsCorrections/CorrectionsandDetentionsBureau.aspx,2/13/18,IMAGERY,2/13/18 0:00,http://cms.sbcounty.gov/sheriff/CourtsCorrections/CorrectionsandDetentionsBureau.aspx,MAXIMUM,1446,0.014418474,1724.615627,1.15E-05
5129,4717,10000834,CENTRAL DETENTION CENTER,630 EAST RIALTO AVENUE,SAN BERNARDINO,CA,92415,NOT AVAILABLE,(909) 708-8371,COUNTY,OPEN,805,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/13/18,IMAGERY,2/13/18 0:00,http://cms.sbcounty.gov/sheriff/CourtsCorrections/CorrectionsandDetentionsBureau.aspx,NOT AVAILABLE,-999,0.005484593,666.8385587,1.20E-06
5130,4718,10000788,SOLANO COUNTY JUSTICE CENTER DETENTION FACILITY,500 UNION AVENUE,FAIRFIELD,CA,94533,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,526,SOLANO,6095,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/16/18,IMAGERY,2/16/18 0:00,https://www.solanocounty.com/depts/sheriff/custody_division/default.asp,MEDIUM,737,0.003454194,429.7850516,5.95E-07
5131,4719,10000837,HERMAN G STARK YOUTH CORRECTIONAL FACILITY,15180 SOUTH EUCLID AVENUE,CHINO,CA,91710,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/News/External_Affairs/Newsletter_Archive/2010_March_OEA_Newsletter.pdf,11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,JUVENILE,-999,0.039504853,4719.842605,3.34E-05
5167,4755,10000812,FRESNO COUNTY COURT SCHOOL,744 S 10TH AVE,FRESNO,CA,93702,NOT AVAILABLE,NOT AVAILABLE,LOCAL,NOT AVAILABLE,536,FRESNO,6019,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.fcoe.org/departments/court-and-community-schools,2/15/16,UNVERIFIED,5/16/18 0:00,NOT AVAILABLE,JUVENILE,-999,0.0068469,855.3465959,2.01E-06
5176,4764,10000891,PITCHESS DETENTION CENTER-SOUTH,29330 THE OLD ROAD,CASTAIC,CA,91384,NOT AVAILABLE,(661) 295-8805,COUNTY,OPEN,1281,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://shq.lasdnews.net/pages/PageDetail.aspx?id=1716",2/9/18,IMAGERY,2/9/18 0:00,http://shq.lasdnews.net/pages/tgen1.aspx?id=as1,MEDIUM,1536,0.023765888,2733.109357,1.14E-05
5177,4765,10000900,CAMP AFFLERBAUGH,6631 N. STEPHENS RANCH ROAD,LA VERNE,CA,91750,NOT AVAILABLE,(909) 593-4937,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.006817698,814.3813574,2.50E-06
5178,4766,10000775,LASSEN COUNTY ADULT DETENTION FACILITY,1405 SHERIFF CADY LANE,SUSANVILLE,CA,96130,NOT AVAILABLE,(530) 251-5245,COUNTY,OPEN,120,LASSEN,6035,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lassencounty.org/dept/sheriffs-office/sheriffs-office,2/9/18,IMAGERY,2/9/18 0:00,http://www.lassencounty.org/dept/sheriffs-office/sheriffs-office,NOT AVAILABLE,156,0.003221006,426.3752818,6.14E-07
5185,4773,10000908,MOUNT GLEASON CONSERVATION CAMP,26650 NORTH ANGELES FOREST HIGHWAY,PALMDALE,CA,93550,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://cdcrtoday.blogspot.com/2009_08_01_archive.html,11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,MINIMUM,-999,0.01312347,1618.415475,4.02E-06
5188,4776,10000884,VENTURA COUNTY EAST COUNTY JAIL,2101 E OLSEN RD,THOUSAND OAKS,CA,91360,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,VENTURA,6111,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.vcsd.org/division-detention.php,2/19/18,IMAGERY,2/19/18 0:00,http://www.vcsd.org/division-detention.php,NOT AVAILABLE,-999,0.002652844,318.7076238,3.23E-07
5190,4778,10000866,LA POSADA JUVENILE HALL,4500 HOLLISTER AVE,SANTA BARBARA,CA,93110,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,SANTA BARBARA,6083,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sbcgj.org/2017/SBJuvenileJustice.pdf,2/19/18,IMAGERY,2/19/18 0:00,NOT AVAILABLE,JUVENILE,34,0.00436853,532.1925585,9.98E-07
5197,4785,10002327,STANISLAUS COUNTY HONOR FARM,8224 W GRAYSON RD,MODESTO,CA,95358,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,STANISLAUS,6099,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.modbee.com/2014/08/10/3481381/stanislaus-county-looks-to-sell.html,11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,MINIMUM,-999,0.013751627,1647.08976,6.17E-06
5419,5009,10002318,WALTER J LEINBERGER MEMORIAL CENTER,2420 EAST GIBSON ROAD,WOODLAND,CA,95776,NOT AVAILABLE,(530) 668-5254,COUNTY,OPEN,114,YOLO,6113,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/19/18,IMAGERY,2/19/18 0:00,http://www.yolocountysheriff.com/services/jail/,MINIMUM,-999,0.003507686,423.5510214,6.30E-07
5422,5012,10001539,OXNARD CITY JAIL,251 SOUTH C STREET,OXNARD,CA,93030,NOT AVAILABLE,(805) 385-7671,LOCAL,OPEN,-999,VENTURA,6111,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.oxnardpd.org/,5/16/18,IMAGERY,5/16/18 0:00,https://www.oxnardpd.org/,NOT AVAILABLE,-999,0.001665856,205.1852923,1.73E-07
5426,5016,10001529,SANTA CRUZ COUNTY MAIN JAIL,259 WATER STREET,SANTA CRUZ,CA,95060,NOT AVAILABLE,(831) 454-7800,COUNTY,OPEN,392,SANTA CRUZ,6087,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.scsheriff.com/Home/Corrections.aspx, http://www.santacruzsentinel.com/santacruz/ci_24268552/grant-could-ease-crowding-at-santa-cruz-county",10/8/13,IMAGERY,2/16/18 0:00,http://www.scsheriff.com/Home/Corrections.aspx,MAXIMUM,311,0.003931959,485.9195251,7.79E-07
5533,5123,10002331,SANTA RITA JAIL,5325 BRODER BOULEVARD,DUBLIN,CA,94568,NOT AVAILABLE,(925) 551-6500,COUNTY,OPEN,2131,ALAMEDA,6001,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, https://www.alamedacountysheriff.org/jails_info.php",2/8/18,IMAGERY,2/8/18 0:00,https://www.alamedacountysheriff.org/jails_info.php,MEDIUM,4000,0.03137934,3736.093583,2.01E-05
5549,5139,10002316,YOLO COUNTY JUVENILE DETENTION FACILITY,2880 E GIBSON RD,WOODLAND,CA,95776,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,YOLO,6113,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.yolocounty.org/law-justice/probation/institutional-services,2/19/18,IMAGERY,2/19/18 0:00,http://www.yolocounty.org/law-justice/probation/institutional-services,JUVENILE,90,0.003906625,479.1530136,6.03E-07
5550,5140,10002317,YOLO COUNTY MONROE DETENTION CENTER,2420 EAST GIBSON ROAD,WOODLAND,CA,95776,NOT AVAILABLE,(530) 668-5245,COUNTY,OPEN,291,YOLO,6113,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/19/18,IMAGERY,2/19/18 0:00,http://www.yolocountysheriff.com/services/jail/,MAXIMUM,-999,0.00557861,724.7469752,1.64E-06
5555,5145,10002315,PLACER COUNTY MINIMUM SECURITY JAIL,11441 F AVE,AUBURN,CA,95603,NOT AVAILABLE,(916) 409-8100,COUNTY,CLOSED,0,PLACER,6061,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.placer.ca.gov/departments/Sheriff/Corrections,2/12/18,IMAGERY,2/12/18 0:00,NOT AVAILABLE,MINIMUM,390,0.006787229,869.2201015,1.76E-06
5574,5164,10002350,NORTH COUNTY CORRECTIONAL FACILITY,29340 THE OLD ROAD,CASTAIC,CA,91384,NOT AVAILABLE,(661) 295-7810,COUNTY,OPEN,4069,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://shq.lasdnews.net/pages/PageDetail.aspx?id=1716",2/9/18,IMAGERY,2/9/18 0:00,http://shq.lasdnews.net/pages/tgen1.aspx?id=as1,MAXIMUM,4295,0.013297283,1619.317669,7.95E-06
5620,5220,10002355,CENTRAL JUVENILE HALL,1605 EASTLAKE AVENUE,LOS ANGELES,CA,90033,NOT AVAILABLE,(323) 226-8611,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/9/18,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,420,0.014110165,1710.458998,9.54E-06
5636,5236,10002357,CHALLENGER MEMORIAL YOUTH CENTER,5300 W AVENUE I,LANCASTER,CA,93536,NOT AVAILABLE,(661) 940-4000,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,"https://locator.lacounty.gov/lac/Location/3176806/challenger-memorial-youth-center, https://www.scpr.org/news/2012/08/29/34065/countys-challenger-youth-camp-overcomes-troubled-p/",8/29/12,IMAGERY,2/9/18 0:00,NOT AVAILABLE,JUVENILE,-999,0.014160038,1684.310542,1.19E-05
5807,5407,10006242,JAMES G BOWLES JUVENILE HALL,1831 RIDGE RD,BAKERSFIELD,CA,93305,NOT AVAILABLE,(661) 868-4300,COUNTY,OPEN,-999,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kernprobation.com/institutions/,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,JUVENILE,-999,0.008001631,954.3795178,3.32E-06
6005,6401,10005299,VALLECITO CONSERVATION CAMP #1,3225 SIX MILE ROAD,ANGLES CAMP,CA,95222,NOT AVAILABLE,(209) 736-4922,STATE,OPEN,86,CALAVERAS,6009,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,9/19/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100,0.007601917,957.5449536,3.23E-06
6008,6402,10005256,TRINITY RIVER CONSERVATION CAMP #3,3325 PETTIJOHN ROAD,LEWISTON,CA,96052,NOT AVAILABLE,(530) 286-2886,STATE,OPEN,110,TRINITY,6105,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,11/1/15,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.005960837,764.664801,2.50E-06
